Date,Price,Demand,Unit_Cost,Competitor_Price,Promotion,Holiday,Inventory
2024-05-12,110.89,1010,69.57,109.82,0,0,1062
2024-05-13,98.77,1120,68.26,100.11,0,0,968
2024-05-14,100.96,903,69.67,98.97,0,0,1532
2024-05-15,111.9,939,68.77,114.06,0,0,593
2024-05-16,117.73,859,69.4,117.23,0,0,638
2024-05-17,94.31,1057,71.18,90.44,0,0,590
2024-05-18,96.82,1428,71.97,97.48,1,0,453
2024-05-19,96.52,1164,70.84,95.24,0,0,667
2024-05-20,99.26,1017,68.99,103.41,0,0,459
2024-05-21,96.11,1319,68.46,94.37,1,0,495
2024-05-22,99.2,1024,69.64,101.06,0,0,357
2024-05-23,95.6,1055,69.76,94.96,0,0,729
2024-05-24,102.04,1100,68.48,102.5,0,0,678
2024-05-25,102.91,1002,70.53,101.62,0,0,839
2024-05-26,99.08,1174,70.93,100.17,0,0,1127
2024-05-27,94.81,1396,70.24,98.13,1,0,767
2024-05-28,94.99,996,68.3,93.53,0,0,1141
2024-05-29,110.61,860,68.13,111.81,0,0,1525
2024-05-30,104.08,979,68.98,106.82,0,0,546
2024-05-31,95.98,947,68.46,95.14,0,0,888
2024-06-01,101.55,1122,69.44,102.41,0,0,573
2024-06-02,91.71,1151,71.34,92.1,0,0,293
2024-06-03,101.87,1011,71.23,101.05,0,0,756
2024-06-04,99.01,1269,70.41,97.49,1,0,432
2024-06-05,91.31,998,69.33,89.87,0,0,652
2024-06-06,98.48,1003,70.2,97.22,0,0,593
2024-06-07,108.38,929,71.6,108.25,0,0,591
2024-06-08,96.11,1078,69.58,96.52,0,0,549
2024-06-09,97.95,1337,70.84,97.38,1,0,498
2024-06-10,102.47,1113,71.74,101.96,1,0,642
2024-06-11,111.92,785,69.26,109.59,0,0,1006
2024-06-12,108.4,992,69.73,108.68,0,0,1237
2024-06-13,96.69,1042,70.19,97.69,0,0,1441
2024-06-14,110.55,882,69.38,109.17,0,0,559
2024-06-15,104.06,1058,71.13,104.21,0,0,413
2024-06-16,93.26,1194,68.26,92.01,0,0,299
2024-06-17,99.96,912,68.64,99.36,0,0,680
2024-06-18,94.12,991,68.07,93.67,0,0,1011
2024-06-19,95.71,1017,71.32,95.47,0,0,1051
2024-06-20,99.02,1019,68.2,100.5,0,0,1487
2024-06-21,99.43,1023,68.05,98.08,0,0,464
2024-06-22,102.41,1052,70.18,102.26,0,0,786
2024-06-23,98.13,1155,68.2,100.55,0,0,806
2024-06-24,97.4,919,68.36,96.97,0,0,1349
2024-06-25,106.0,906,68.84,100.19,0,0,443
2024-06-26,91.34,1092,70.29,91.56,0,0,314
2024-06-27,98.81,975,69.63,98.65,0,0,609
2024-06-28,95.64,1027,71.9,97.13,0,0,931
2024-06-29,97.43,1165,68.96,99.38,0,0,1082
2024-06-30,103.37,1104,69.44,101.98,0,0,966
2024-07-01,112.81,781,70.55,109.44,0,0,1128
2024-07-02,99.15,1048,69.72,99.22,0,0,1185
2024-07-03,94.09,851,69.01,92.36,0,0,334
2024-07-04,104.63,966,70.41,105.91,0,0,498
2024-07-05,98.1,984,71.39,100.47,0,0,969
2024-07-06,92.96,1171,68.07,92.27,0,0,971
2024-07-07,91.12,1256,68.87,93.27,0,0,676
2024-07-08,102.57,1007,69.65,100.1,0,0,1156
2024-07-09,103.35,1034,68.11,101.21,0,0,1307
2024-07-10,101.53,1018,68.2,101.68,0,0,1710
2024-07-11,120.0,1072,68.36,116.66,1,0,638
2024-07-12,103.09,951,69.17,101.62,0,0,650
2024-07-13,101.07,1065,70.46,97.99,0,0,836
2024-07-14,94.38,1131,69.77,93.63,0,0,613
2024-07-15,80.0,1177,71.58,77.3,0,0,480
2024-07-16,93.59,1116,69.02,96.3,0,0,489
2024-07-17,119.36,1029,71.25,122.48,1,0,331
2024-07-18,98.02,1266,68.39,96.78,0,1,392
2024-07-19,82.59,1193,71.98,85.14,0,0,324
2024-07-20,111.61,1019,69.46,113.18,0,0,380
2024-07-21,93.05,1284,71.01,93.05,0,0,548
2024-07-22,107.87,929,69.23,109.33,0,0,618
2024-07-23,94.95,960,71.85,94.84,0,0,477
2024-07-24,107.13,968,71.9,108.06,0,0,831
2024-07-25,98.85,1038,68.17,102.79,0,0,812
2024-07-26,111.13,966,69.46,112.28,0,0,1297
2024-07-27,93.56,1093,69.43,92.81,0,0,1119
2024-07-28,93.25,1229,71.03,96.51,0,0,1056
2024-07-29,93.15,1092,69.38,92.87,0,0,1310
2024-07-30,85.55,985,69.6,84.18,0,0,325
2024-07-31,90.51,1065,70.64,94.5,0,0,549
2024-08-01,95.45,1014,68.79,96.27,0,0,1007
2024-08-02,100.45,949,68.51,98.21,0,0,1117
2024-08-03,115.16,987,71.49,117.54,0,0,1564
2024-08-04,109.74,1016,70.71,107.56,0,0,548
2024-08-05,107.43,953,69.49,107.77,0,0,883
2024-08-06,86.17,1033,71.31,86.08,0,0,1179
2024-08-07,93.24,1167,70.71,92.02,0,1,855
2024-08-08,88.67,981,68.16,89.54,0,0,706
2024-08-09,102.79,857,70.47,101.81,0,0,1340
2024-08-10,106.09,929,68.1,105.74,0,0,411
2024-08-11,97.02,1136,69.76,97.96,0,0,524
2024-08-12,100.04,1059,71.3,102.52,0,0,408
2024-08-13,99.22,1062,69.66,99.46,0,0,198
2024-08-14,103.94,941,70.09,105.33,0,0,443
2024-08-15,96.38,852,69.55,95.28,0,0,910
2024-08-16,114.37,858,71.36,114.41,0,0,867
2024-08-17,107.09,1323,70.23,107.44,1,0,771
2024-08-18,90.64,1155,68.18,89.73,0,0,1081
2024-08-19,105.49,1033,68.66,107.72,0,0,1166
2024-08-20,91.57,1127,70.68,89.34,0,0,1306
2024-08-21,97.54,1078,71.95,97.66,0,0,1514
2024-08-22,100.4,957,69.57,99.75,0,0,557
2024-08-23,103.58,1195,69.9,107.45,1,0,308
2024-08-24,90.81,1173,71.97,91.82,0,0,167
2024-08-25,109.56,1033,70.45,111.05,0,0,632
2024-08-26,105.78,927,69.49,104.26,0,0,1115
2024-08-27,98.25,936,70.19,96.11,0,0,1536
2024-08-28,111.4,1012,68.04,112.42,0,0,524
2024-08-29,87.72,1100,69.21,85.53,0,0,881
2024-08-30,100.93,903,70.3,100.72,0,0,1243
2024-08-31,98.72,1029,68.17,95.38,0,0,1546
2024-09-01,110.66,1115,70.94,110.14,0,0,431
2024-09-02,112.67,791,70.05,109.72,0,0,989
2024-09-03,99.77,957,68.37,98.41,0,0,1056
2024-09-04,101.63,956,70.2,100.12,0,0,1328
2024-09-05,100.35,977,69.98,100.81,0,0,351
2024-09-06,103.09,985,69.18,105.53,0,0,604
2024-09-07,97.18,1060,69.54,101.2,0,0,391
2024-09-08,103.92,969,71.09,102.3,0,0,389
2024-09-09,110.36,934,70.68,110.15,0,0,859
2024-09-10,93.19,1071,71.52,95.2,0,0,1198
2024-09-11,103.16,1119,71.61,99.53,1,0,1077
2024-09-12,94.35,1256,68.84,90.96,1,0,799
2024-09-13,102.77,940,71.55,102.43,0,0,1151
2024-09-14,108.36,1002,70.3,110.15,0,0,1140
2024-09-15,87.54,1271,70.54,89.18,0,0,683
2024-09-16,102.95,930,71.38,103.48,0,0,696
2024-09-17,91.9,1009,69.94,91.32,0,0,1040
2024-09-18,105.46,964,71.49,105.63,0,0,1314
2024-09-19,106.18,1087,70.0,106.5,0,0,1101
2024-09-20,99.1,1030,70.65,99.78,0,0,929
2024-09-21,102.37,1101,71.21,102.44,0,0,662
2024-09-22,99.55,1137,68.21,99.7,0,0,877
2024-09-23,107.35,1038,71.28,109.54,0,0,1337
2024-09-24,93.98,1145,71.31,98.57,0,0,1406
2024-09-25,107.4,893,68.57,105.84,0,0,513
2024-09-26,96.4,1046,69.4,95.98,0,0,627
2024-09-27,110.15,1204,68.53,110.27,1,0,223
2024-09-28,90.99,1179,68.67,91.21,0,0,-143
2024-09-29,93.1,1140,71.93,92.74,0,0,-391
2024-09-30,83.01,1055,71.27,81.27,0,0,-205
2024-10-01,102.82,1034,68.18,103.22,0,0,-115
2024-10-02,107.8,941,69.91,103.91,0,0,21
2024-10-03,120.0,904,71.29,121.66,0,0,13
2024-10-04,92.75,1037,68.97,94.96,0,0,214
2024-10-05,105.43,979,68.14,105.22,0,0,263
2024-10-06,106.72,1094,71.51,107.86,0,0,39
2024-10-07,96.5,1216,69.93,97.0,1,0,-15
2024-10-08,101.79,962,71.44,98.36,0,0,-95
2024-10-09,92.19,1159,69.71,90.39,1,0,44
2024-10-10,94.94,957,71.81,94.32,0,0,93
2024-10-11,91.79,1049,71.13,92.42,0,0,-43
2024-10-12,103.4,1049,70.18,102.46,0,0,199
2024-10-13,97.11,1107,69.76,94.15,0,0,62
2024-10-14,100.37,1010,70.01,100.86,0,0,459
2024-10-15,111.06,844,70.76,110.04,0,0,754
2024-10-16,94.45,1039,69.61,95.13,0,0,541
2024-10-17,94.23,1070,69.41,95.34,0,0,879
2024-10-18,116.66,957,69.91,116.98,0,0,1330
2024-10-19,109.69,1051,71.75,112.05,0,0,1348
2024-10-20,103.78,1031,70.48,104.21,0,0,317
2024-10-21,102.21,1023,69.7,102.35,0,0,646
2024-10-22,111.24,830,70.85,111.56,0,0,729
2024-10-23,96.37,1001,71.53,98.96,0,0,601
2024-10-24,94.12,1090,68.35,96.83,0,0,539
2024-10-25,89.98,1017,71.4,87.11,0,0,594
2024-10-26,104.64,939,70.19,103.03,0,0,950
2024-10-27,101.1,1100,69.21,98.52,0,0,781
2024-10-28,106.65,1011,68.2,107.14,0,0,1107
2024-10-29,94.17,1073,69.7,94.76,0,0,1283
2024-10-30,100.74,1068,69.2,102.39,0,0,1680
2024-10-31,104.6,1027,69.45,107.39,0,0,653
2024-11-01,96.11,963,69.61,95.85,0,0,637
2024-11-02,109.04,1116,68.75,109.63,0,0,858
2024-11-03,99.47,1158,68.42,98.87,0,0,1060
2024-11-04,103.18,1015,71.59,106.89,0,0,1126
2024-11-05,80.74,1125,68.22,81.59,0,0,1104
2024-11-06,88.91,1081,70.2,89.86,0,0,1144
2024-11-07,98.24,1219,69.24,100.43,1,0,742
2024-11-08,99.92,1094,69.31,100.68,0,0,1007
2024-11-09,90.53,1127,71.41,91.3,0,0,1066
2024-11-10,106.47,1194,68.66,107.1,0,0,1200
2024-11-11,111.67,893,71.35,111.91,0,0,307
2024-11-12,107.58,939,69.06,105.68,0,0,689
2024-11-13,95.74,1004,69.21,96.47,0,0,590
2024-11-14,102.43,1055,70.85,102.8,0,0,664
2024-11-15,91.08,1277,70.67,91.84,0,0,837
2024-11-16,92.14,1218,68.55,93.77,0,0,878
2024-11-17,108.16,997,71.0,108.2,0,0,1090
2024-11-18,94.39,986,70.95,94.33,0,0,1281
2024-11-19,100.97,913,68.25,99.96,0,0,368
2024-11-20,96.36,867,69.13,93.3,0,0,652
2024-11-21,105.02,1138,69.51,103.95,1,0,545
2024-11-22,109.25,944,71.34,111.61,0,0,626
2024-11-23,107.0,1097,69.38,107.65,0,0,637
2024-11-24,101.9,1182,68.4,105.1,0,0,529
2024-11-25,95.46,943,68.68,93.81,0,0,567
2024-11-26,101.22,999,69.0,103.08,0,0,955
2024-11-27,101.68,995,70.13,102.48,0,0,910
2024-11-28,106.61,984,70.33,105.61,0,0,1055
2024-11-29,93.17,1034,69.26,95.04,0,0,1175
2024-11-30,111.75,972,69.2,112.89,0,0,1028
2024-12-01,88.65,1177,69.77,88.0,0,0,905
2024-12-02,102.74,951,69.7,102.01,0,0,1110
2024-12-03,82.11,1140,70.54,82.39,0,0,1339
2024-12-04,80.0,1138,69.45,79.77,0,0,1200
2024-12-05,93.96,966,68.97,90.71,0,0,1643
2024-12-06,88.03,1118,71.21,90.14,0,0,525
2024-12-07,95.27,1176,71.02,93.08,0,0,830
2024-12-08,97.39,1055,71.7,95.87,0,0,942
2024-12-09,112.57,917,68.07,114.16,0,0,1023
2024-12-10,97.2,1129,69.03,97.28,0,0,1303
2024-12-11,99.25,1072,69.44,101.55,0,0,1508
2024-12-12,99.38,973,69.54,97.85,0,0,535
2024-12-13,98.25,1045,71.31,98.89,0,0,434
2024-12-14,103.36,1060,69.88,102.49,0,0,641
2024-12-15,98.93,1153,68.91,101.95,0,0,329
2024-12-16,103.44,913,69.32,103.3,0,0,343
2024-12-17,93.19,1060,68.74,95.15,0,0,561
2024-12-18,102.52,985,69.66,102.38,0,0,1028
2024-12-19,102.77,1052,69.73,103.3,0,0,846
2024-12-20,98.21,1318,69.34,99.56,1,0,813
2024-12-21,101.71,992,69.13,99.53,0,0,943
2024-12-22,101.05,1067,70.92,99.93,0,0,859
2024-12-23,105.58,912,71.64,101.86,0,0,1004
2024-12-24,100.17,1344,69.8,102.35,1,0,540
2024-12-25,99.47,933,68.42,99.17,0,0,750
2024-12-26,102.7,941,71.27,102.58,0,0,973
2024-12-27,95.87,910,68.9,97.27,0,0,889
2024-12-28,104.14,1095,70.83,105.85,0,0,1072
2024-12-29,94.15,1185,68.37,97.0,0,0,941
2024-12-30,103.82,1143,70.4,105.43,0,0,1006
2024-12-31,96.19,986,68.48,94.67,0,0,954
2025-01-01,101.7,952,69.26,97.66,0,0,1459
2025-01-02,100.85,1019,70.56,103.88,0,0,440
2025-01-03,83.24,1168,68.03,83.9,0,0,149
2025-01-04,97.67,1309,69.24,100.21,1,0,-92
2025-01-05,99.38,1055,70.18,98.62,0,0,-23
2025-01-06,92.01,996,71.46,92.07,0,0,468
2025-01-07,96.4,967,69.27,96.49,0,0,441
2025-01-08,109.76,893,69.25,107.67,0,0,695
2025-01-09,99.25,1026,70.77,97.72,0,0,910
2025-01-10,101.13,1048,70.13,99.28,0,0,1208
2025-01-11,87.4,1114,69.9,89.12,0,0,1009
2025-01-12,95.42,1197,68.93,95.47,0,0,1052
2025-01-13,90.59,1000,68.21,94.47,0,0,1177
2025-01-14,95.78,1081,71.1,96.42,0,0,1479
2025-01-15,94.23,1121,70.31,93.04,0,0,358
2025-01-16,95.29,1090,69.74,95.74,0,0,149
2025-01-17,94.6,1026,68.88,94.98,0,0,603
2025-01-18,102.92,953,69.74,102.45,0,0,942
2025-01-19,107.5,1001,68.2,106.29,0,0,1211
2025-01-20,103.24,1167,70.29,97.15,1,0,846
2025-01-21,91.31,1453,71.16,94.62,1,0,213
2025-01-22,87.82,1067,68.09,85.72,0,0,236
2025-01-23,107.34,910,70.6,106.26,0,0,617
2025-01-24,108.42,993,71.43,109.11,0,0,918
2025-01-25,98.88,940,71.89,98.18,0,0,1123
2025-01-26,93.06,1224,69.26,94.9,0,0,745
2025-01-27,96.62,885,71.56,93.06,0,0,1337
2025-01-28,119.43,1192,68.55,119.51,1,0,1430
2025-01-29,95.76,1062,68.41,95.33,0,0,368
2025-01-30,101.4,1014,70.33,100.76,0,0,767
2025-01-31,102.08,1027,68.2,104.62,0,0,1050
2025-02-01,88.58,1162,71.35,87.77,0,0,970
2025-02-02,104.65,1067,70.78,106.76,0,0,1128
2025-02-03,102.26,1044,70.47,104.83,0,0,1251
2025-02-04,103.15,930,69.2,103.05,0,0,321
2025-02-05,104.42,935,71.1,103.15,0,0,721
2025-02-06,95.57,1441,68.58,95.58,1,0,322
2025-02-07,95.87,977,70.73,94.95,0,0,627
2025-02-08,86.98,1229,68.66,86.66,0,0,358
2025-02-09,102.05,1104,71.63,100.56,0,0,81
2025-02-10,99.51,971,70.08,97.96,0,0,348
2025-02-11,98.75,924,71.18,96.92,0,0,404
2025-02-12,103.79,929,70.18,103.48,0,0,808
2025-02-13,94.98,996,68.22,93.6,0,0,799
2025-02-14,91.33,1264,70.28,92.33,0,1,433
2025-02-15,96.7,1091,71.55,96.0,0,0,529
2025-02-16,102.24,964,70.52,98.8,0,0,470
2025-02-17,104.82,982,71.81,104.66,0,0,861
2025-02-18,99.49,1078,71.65,102.28,0,0,739
2025-02-19,91.83,1088,69.83,93.93,0,0,552
2025-02-20,101.33,1177,68.07,100.84,0,1,635
2025-02-21,105.97,1132,71.86,103.51,1,0,859
2025-02-22,102.24,985,71.86,101.23,0,0,1316
2025-02-23,95.41,1231,68.37,93.79,0,0,1184
2025-02-24,100.91,976,68.55,101.72,0,0,1359
2025-02-25,108.6,883,69.78,108.58,0,0,476
2025-02-26,92.44,1197,70.55,92.05,0,1,104
2025-02-27,106.75,1003,69.38,107.48,0,0,423
2025-02-28,106.04,911,70.52,103.86,0,0,589
2025-03-01,97.27,1103,69.38,93.82,0,0,560
2025-03-02,93.92,1163,69.63,92.79,0,0,222
2025-03-03,107.13,862,68.8,101.89,0,0,231
2025-03-04,97.06,1077,68.95,99.25,0,0,222
2025-03-05,100.29,980,68.21,99.34,0,0,707
2025-03-06,103.69,908,69.77,102.89,0,0,704
2025-03-07,104.46,1007,69.97,107.69,0,0,646
2025-03-08,98.79,1122,69.85,100.28,0,0,778
2025-03-09,90.76,1148,69.21,90.42,0,0,872
2025-03-10,99.43,950,70.67,100.73,0,0,1093
2025-03-11,98.75,981,71.89,95.06,0,0,1204
2025-03-12,93.38,1146,68.99,95.18,0,0,1512
2025-03-13,89.89,982,68.08,88.92,0,0,530
2025-03-14,91.27,1131,68.03,93.17,0,0,532
2025-03-15,102.18,1033,71.6,100.41,0,0,854
2025-03-16,92.03,1261,69.94,93.01,0,0,550
2025-03-17,101.92,1208,69.51,99.34,1,0,172
2025-03-18,99.67,979,70.01,101.41,0,0,93
2025-03-19,85.77,1239,70.0,89.99,0,0,107
2025-03-20,100.14,1097,69.29,100.44,0,0,369
2025-03-21,94.46,909,70.51,94.53,0,0,420
2025-03-22,100.9,1216,68.53,104.9,0,0,554
2025-03-23,99.11,1187,69.79,99.27,0,0,693
2025-03-24,100.77,996,68.93,98.23,0,0,801
2025-03-25,90.85,1035,68.18,87.19,0,0,644
2025-03-26,92.93,1089,70.02,94.22,0,0,1047
2025-03-27,80.0,1030,69.96,78.36,0,0,833
2025-03-28,93.15,1130,71.67,93.56,0,0,704
2025-03-29,97.63,1171,71.11,98.1,0,0,348
2025-03-30,92.9,1288,70.21,91.4,1,0,147
2025-03-31,98.16,981,71.04,94.97,0,0,68
2025-04-01,97.65,1003,69.35,94.87,0,0,-110
2025-04-02,103.88,968,68.73,105.8,0,0,-6
2025-04-03,93.99,1000,70.08,93.06,0,0,-182
2025-04-04,99.26,1187,68.51,99.18,1,0,-388
2025-04-05,99.62,1150,70.69,100.8,0,0,-343
2025-04-06,112.22,1092,68.8,114.06,0,0,-392
2025-04-07,89.41,1150,69.64,89.78,0,0,-239
2025-04-08,102.25,906,68.38,101.29,0,0,-268
2025-04-09,103.6,1166,70.02,101.54,0,1,-75
2025-04-10,98.07,1042,69.2,98.61,0,0,203
2025-04-11,88.21,1176,68.82,92.07,0,0,338
2025-04-12,92.66,1007,71.54,91.86,0,0,529
2025-04-13,105.5,1283,70.37,104.87,1,0,461
2025-04-14,95.23,1134,68.54,97.17,0,0,173
2025-04-15,104.26,1193,68.01,102.35,1,0,142
2025-04-16,101.41,1150,69.61,100.56,1,0,257
2025-04-17,91.47,1119,71.16,92.89,0,0,37
2025-04-18,104.7,1010,68.61,105.91,0,0,465
2025-04-19,96.89,1138,69.63,95.96,0,0,612
2025-04-20,109.32,1059,71.65,105.6,0,0,592
2025-04-21,97.37,923,69.42,93.69,0,0,758
2025-04-22,111.65,964,71.03,112.26,0,0,1213
2025-04-23,106.17,950,70.23,105.52,0,0,1386
2025-04-24,115.02,906,70.65,116.81,0,0,480
2025-04-25,108.61,876,71.93,108.03,0,0,770
2025-04-26,100.58,1096,70.36,99.12,0,0,709
2025-04-27,97.18,1263,70.16,97.26,0,0,755
2025-04-28,107.41,1192,69.73,107.81,1,0,561
2025-04-29,92.79,1023,70.87,94.81,0,0,615
2025-04-30,97.94,938,69.94,100.85,0,0,1022
2025-05-01,93.34,1080,70.1,92.32,0,0,750
2025-05-02,92.39,1088,70.25,91.27,0,0,1114
2025-05-03,107.13,977,70.18,105.79,0,0,1131
2025-05-04,105.46,1342,68.95,106.23,1,0,948
2025-05-05,88.82,1135,69.66,89.52,0,0,792
2025-05-06,107.34,972,69.67,108.32,0,0,712
2025-05-07,101.99,987,72.0,102.82,0,0,981
2025-05-08,104.67,925,70.69,104.54,0,0,948
2025-05-09,88.8,1189,69.03,89.84,0,0,1240
2025-05-10,91.35,1504,71.74,93.86,1,0,1203
2025-05-11,106.31,1111,70.76,107.89,0,0,953
2025-05-12,93.88,1125,70.26,95.81,0,0,831
2025-05-13,107.5,911,69.11,103.35,0,0,1295
2025-05-14,98.45,979,71.49,99.02,0,0,316
2025-05-15,92.15,1073,70.05,94.03,0,0,730
2025-05-16,105.21,1077,71.05,104.8,0,1,682
2025-05-17,99.62,1088,70.35,100.21,0,0,479
2025-05-18,93.72,1144,69.96,95.42,0,0,448
2025-05-19,110.66,897,68.5,107.19,0,0,1041
2025-05-20,97.2,1030,72.0,96.52,0,0,1052
2025-05-21,89.11,1272,71.99,85.47,1,0,1222
2025-05-22,105.16,929,71.93,103.01,0,0,1604
2025-05-23,104.62,1172,68.22,103.09,1,0,432
2025-05-24,107.2,1313,70.59,108.2,1,0,122
2025-05-25,105.64,1169,68.51,104.68,0,0,14
2025-05-26,97.71,974,69.97,96.61,0,0,-32
2025-05-27,99.01,1031,69.55,100.93,0,0,-30
2025-05-28,95.45,1075,68.32,96.67,0,0,229
2025-05-29,100.68,1061,69.4,103.38,0,0,513
2025-05-30,95.15,986,71.17,93.83,0,0,403
2025-05-31,107.41,971,71.43,106.57,0,0,846
2025-06-01,99.99,1157,68.25,102.2,0,0,1061
2025-06-02,103.2,945,69.07,101.46,0,0,1445
2025-06-03,106.01,1002,69.27,107.68,0,0,443
2025-06-04,87.75,1111,68.01,89.01,0,0,645
2025-06-05,91.96,1025,69.42,92.47,0,0,1098
2025-06-06,87.03,1389,68.02,87.47,1,0,1028
2025-06-07,106.94,1002,71.77,107.3,0,0,916
2025-06-08,112.12,940,70.88,110.15,0,0,1402
2025-06-09,103.05,1012,69.09,104.29,0,0,390
2025-06-10,105.4,985,70.13,101.98,0,0,406
2025-06-11,105.27,938,71.6,104.13,0,0,401
2025-06-12,94.59,1095,70.69,98.72,0,0,156
2025-06-13,101.7,947,70.61,97.86,0,0,559
2025-06-14,95.99,1529,69.75,96.4,1,0,13
2025-06-15,104.74,1084,70.35,104.2,0,0,143
2025-06-16,104.58,893,70.79,104.57,0,0,471
2025-06-17,105.74,956,68.36,106.59,0,0,357
2025-06-18,95.27,987,69.0,93.64,0,0,636
2025-06-19,108.77,872,71.57,107.21,0,0,849
2025-06-20,103.24,1021,69.12,104.99,0,0,938
2025-06-21,102.53,1025,69.01,104.47,0,0,875
2025-06-22,104.89,978,69.24,101.95,0,0,883
2025-06-23,97.43,1005,69.13,100.05,0,0,930
2025-06-24,109.5,870,71.24,110.7,0,0,1252
2025-06-25,107.64,879,71.19,107.06,0,0,373
2025-06-26,91.85,1017,69.99,88.95,0,0,801
2025-06-27,99.1,1070,68.92,97.4,0,0,744
2025-06-28,89.95,1209,69.35,89.59,0,0,838
2025-06-29,101.56,1082,71.78,99.16,0,0,1192
2025-06-30,93.24,1288,70.95,92.9,0,1,1320
2025-07-01,100.34,947,70.35,98.31,0,0,373
2025-07-02,97.04,990,71.66,95.59,0,0,469
2025-07-03,100.3,981,70.24,101.21,0,0,884
2025-07-04,93.0,1046,71.48,90.89,0,0,1063
2025-07-05,92.61,1138,69.7,93.12,0,0,1067
2025-07-06,89.24,1275,71.75,90.06,0,0,1285
2025-07-07,92.26,1494,69.02,93.99,1,0,689
2025-07-08,108.12,1235,70.14,109.28,1,0,568
2025-07-09,101.1,997,71.23,100.26,0,0,757
2025-07-10,100.42,1139,70.84,105.56,1,0,547
2025-07-11,100.2,1190,68.5,98.78,1,0,676
2025-07-12,107.31,908,71.74,104.75,0,0,866
2025-07-13,97.51,1114,69.8,94.91,0,0,1028
2025-07-14,101.05,1009,70.51,101.96,0,0,1163
2025-07-15,86.75,1139,69.57,87.37,0,0,908
2025-07-16,104.15,893,69.35,101.73,0,0,1494
2025-07-17,108.11,1200,68.02,108.34,1,0,1424
2025-07-18,108.6,795,69.84,108.26,0,0,629
2025-07-19,89.8,1172,68.8,88.96,0,0,755
2025-07-20,95.71,1209,69.51,93.24,0,0,1029
2025-07-21,90.55,1219,71.74,94.09,0,0,814
2025-07-22,107.98,872,70.62,105.03,0,0,847
2025-07-23,98.92,1290,68.52,97.2,1,0,738
2025-07-24,94.76,1087,69.24,95.35,0,0,802
2025-07-25,104.54,1084,68.59,103.83,0,1,560
2025-07-26,105.28,952,69.79,106.52,0,0,968
2025-07-27,83.31,1400,71.81,84.8,0,0,566
2025-07-28,91.54,1058,68.45,91.81,0,0,894
2025-07-29,97.19,1081,69.41,94.98,0,0,1170
2025-07-30,100.5,1022,69.3,102.61,0,0,1193
2025-07-31,94.49,1306,68.33,92.92,1,0,735
2025-08-01,101.81,955,71.28,103.26,0,0,662
2025-08-02,91.32,1083,70.13,88.31,0,0,500
2025-08-03,94.53,1252,68.67,97.63,0,0,60
2025-08-04,98.46,974,70.99,97.17,0,0,185
2025-08-05,117.51,819,71.94,115.4,0,0,313
2025-08-06,95.02,1655,71.45,99.25,1,1,-532
2025-08-07,89.16,1078,70.58,92.06,0,0,-530
2025-08-08,108.8,947,69.21,108.4,0,0,-292
2025-08-09,99.35,1157,68.99,99.41,0,0,-498
2025-08-10,86.09,1188,69.55,84.87,0,0,-352
2025-08-11,100.1,988,70.49,100.11,0,0,-195
2025-08-12,94.12,1142,71.06,96.55,0,0,-523
2025-08-13,110.78,895,68.15,110.77,0,0,-268
2025-08-14,107.87,843,71.34,104.38,0,0,-281
2025-08-15,104.81,1366,69.94,105.52,1,0,-299
2025-08-16,98.82,1160,68.77,100.36,0,0,-213
2025-08-17,112.37,1037,71.09,115.37,0,0,222
2025-08-18,98.82,1346,69.3,98.17,1,0,34
2025-08-19,96.81,1095,71.06,98.53,0,0,89
2025-08-20,101.43,1059,70.88,101.21,0,0,265
2025-08-21,92.94,976,70.62,91.35,0,0,747
2025-08-22,80.17,1299,69.26,82.89,0,0,320
2025-08-23,91.45,1137,70.44,89.54,0,0,235
2025-08-24,107.07,1038,69.51,106.98,0,0,372
2025-08-25,99.91,1155,69.82,96.63,1,0,139
2025-08-26,94.91,1206,71.69,96.36,0,0,-169
2025-08-27,100.32,1068,68.45,101.91,0,0,239
2025-08-28,98.96,1009,68.54,99.98,0,0,316
2025-08-29,89.54,1144,69.68,90.33,0,0,215
2025-08-30,100.19,1054,71.89,99.66,0,0,585
2025-08-31,107.91,1016,71.79,107.59,0,0,697
2025-09-01,97.98,1131,68.57,99.67,0,0,530
2025-09-02,105.78,1002,68.19,107.49,0,0,484
2025-09-03,108.61,873,71.72,108.17,0,0,795
2025-09-04,107.58,802,70.68,106.94,0,0,1080
2025-09-05,98.99,1049,69.72,99.08,0,0,1069
2025-09-06,97.66,1192,70.64,97.81,0,0,724
2025-09-07,100.81,1078,71.37,100.7,0,0,1117
2025-09-08,93.17,1127,70.35,93.75,0,0,934
2025-09-09,88.41,1032,71.55,87.39,0,0,879
2025-09-10,105.97,965,68.61,108.98,0,0,1350
2025-09-11,100.55,1054,68.48,101.24,0,0,1571
2025-09-12,90.36,1063,70.81,91.76,0,0,508
2025-09-13,103.16,1064,71.77,102.45,0,0,914
2025-09-14,91.08,1238,68.57,93.66,0,0,806
2025-09-15,97.69,974,69.88,94.29,0,0,1275
2025-09-16,99.26,1002,68.65,97.34,0,0,1135
2025-09-17,97.13,1047,70.16,100.77,0,0,1348
2025-09-18,83.63,1127,70.06,84.26,0,0,1658
2025-09-19,93.38,1040,68.31,93.9,0,0,618
2025-09-20,101.23,1134,69.72,104.9,0,0,363
2025-09-21,99.84,1163,70.89,99.7,0,0,618
